word,base_word,phonetic,pos,meaning,level,level_source,placement_eligible,collocation,morphology,morphology_source,morphology_license,example_en,example_zh,example_source,example_license
down,down,/daun/,n./adv./prep.,"a. 向下的；adv. 下, 下去, 降下；prep. 往下, 沿着；n. 丘陵, 软毛, 开阔的高地",A1,Oxford 3000/5000,true,,,,,A lot of trees were cut down.,很多树被砍倒。,https://tatoeba.org/en/sentences/show/40994,CC BY 2.0 FR
may,may,/mei/,n.,"n. 五月；aux. 愿能, 可以, 愿意",A1,Oxford 3000/5000,true,,,,,It may or may not be true.,这可能是真的，可能不是。,https://tatoeba.org/en/sentences/show/42095,CC BY 2.0 FR
after,after,/'ɑ:ftә/,adv./prep./conj.,"prep. 在...之后, 由于；conj. 在...之后；adv. 后来",A1,Oxford 3000/5000,true,,,,,He led a hard life after that.,自那以后他便过起了艰难的生活。,https://tatoeba.org/en/sentences/show/41740,CC BY 2.0 FR
should,should,/ʃud/,,"aux. 应该, 将要",A1,Oxford 3000/5000,true,,,,,I told her what should be done.,我告诉了她应该做什么。,https://tatoeba.org/en/sentences/show/2745850,CC BY 2.0 FR
call,call,/kɒ:l/,vt./vi./n.,"n. 呼叫, 访问, 打电话, 号召, 召集, 要求；vt. 呼叫, 召集, 打电话；vi. 叫喊, 访问, 叫牌",A1,Oxford 3000/5000,true,,,,,I can call Tom if you want.,如果你想要的话，我可以打电话给汤姆。,https://tatoeba.org/en/sentences/show/2300637,CC BY 2.0 FR
world,world,/wә:ld/,n.,"n. 世界, 地球, 宇宙, 万物, 世人, 人间, 领域, 世事, 世故, 社会生活, 大量",A1,Oxford 3000/5000,true,,,,,Have a look at the world map.,来看看世界地图。,https://tatoeba.org/en/sentences/show/271174,CC BY 2.0 FR
over,over,/'әuvә/,vt./adv./prep.,"adv. 结束, 越过, 从头到尾；prep. 在...之上, 遍于...之上, 越过；a. 上面的；vt. 越过",A1,Oxford 3000/5000,true,,,,,Tom put a cover over his car.,汤姆给车盖上套。,https://tatoeba.org/en/sentences/show/3155854,CC BY 2.0 FR
school,school,/sku:l/,vt./vi./n.,"n. 学校, 鱼群, 门派, 学派；vt. 教育, 训练, 培养；vi. 成群地游",A1,Oxford 3000/5000,true,,,,,I don't go to school by bus.,我不乘公交去学校。,https://tatoeba.org/en/sentences/show/255396,CC BY 2.0 FR
still,still,/stil/,v./n./adv./conj.,"n. 蒸馏室, 寂静, 剧照；v. 蒸馏, (使)平静, (使)静止；a. 静止的, 不动的, 静寂的, 不起泡的, 静物摄影的；adv. 仍然, 更, 静止地；conj. 然而, 但是",A1,Oxford 3000/5000,true,,,,,I still need to talk to you.,我还有话要对您说。,https://tatoeba.org/en/sentences/show/2396122,CC BY 2.0 FR
try,try,/trai/,vt./vi./n.,"n. 尝试, 试验, 审理, 审判；vt. 试, 尝试, 试验, 考验, 审问, 提炼；vi. 尝试, 试图",A1,Oxford 3000/5000,true,,,,,Let me have a try at it.,让我试试。,https://tatoeba.org/en/sentences/show/249704,CC BY 2.0 FR
last,last,/lɑ:st/,vt./vi./n./adv.,"a. 最后的, 末尾的, 最近的；vi. 持续, 支持, 维持；vt. 使维持, 够...用；adv. 最后, 后来；n. 最后, 末尾, 鞋楦头",A1,Oxford 3000/5000,true,,,,,I took a day off last week.,上週我休了一天的假。,https://tatoeba.org/en/sentences/show/272749,CC BY 2.0 FR
ask,ask,/ɑ:sk/,vt./vi.,"vi. 问, 要求；vt. 问, 要求, 邀请, 需要",A1,Oxford 3000/5000,true,,,,,May I ask how old you are?,请问您老人家高寿？,https://tatoeba.org/en/sentences/show/984512,CC BY 2.0 FR
need,need,/ni:d/,vt./vi./n.,"n. 需要, 必须, 缺乏；vt. 需要, 必需；vi. 贫困, 有必要；aux. 需要",A1,Oxford 3000/5000,true,,,,,We need to buy a new TV.,我们需要买新电视机。,https://tatoeba.org/en/sentences/show/7775080,CC BY 2.0 FR
too,too,/tu:/,adv.,"adv. 也, 非常, 太",A1,Oxford 3000/5000,true,,,,,No one is too old to learn.,活到老，学到老。,https://tatoeba.org/en/sentences/show/21650,CC BY 2.0 FR
feel,feel,/fi:l/,vt./vi./n.,"vt. 感觉, 觉得, 触摸, 以为；vi. 有知觉, 摸索, 同情；n. 感觉, 觉得, 触摸",A1,Oxford 3000/5000,true,,,,,I feel like going on a trip.,我想去旅行。,https://tatoeba.org/en/sentences/show/325508,CC BY 2.0 FR
three,three,/θri:/,num.,"num. 三, 三个",A1,Oxford 3000/5000,true,,,,,I eat meat three times a week.,我每周吃肉三次。,https://tatoeba.org/en/sentences/show/1492179,CC BY 2.0 FR
state,state,/steit/,vt./n.,"n. 州, 状态, 情形, 国家, 政府, 领土, 国务, 社会地位；a. 国家的, 正式的, 礼仪用的, 州的；vt. 说明, 陈述, 规定",A2,Oxford 3000/5000,true,,,,,Minnesota's state bird is the mosquito.,明尼苏达州的官方鸟就是蚊子。,https://tatoeba.org/en/sentences/show/418525,CC BY 2.0 FR
never,never,/'nevә/,adv.,"adv. 从不, 决不, 不曾",A1,Oxford 3000/5000,true,,,,,I am never at home on Sundays.,我周日从来都不在家。,https://tatoeba.org/en/sentences/show/259856,CC BY 2.0 FR
become,become,/bi'kʌm/,vt./vi.,"vi. 变成, 变得；vt. 适合",A1,Oxford 3000/5000,true,,,,,My dream is to become a pilot.,我的梦想是成为一名飞行员。,https://tatoeba.org/en/sentences/show/251930,CC BY 2.0 FR
between,between,/bi'twi:n/,prep.,prep. 在...之间,A1,Oxford 3000/5000,true,,,,,I had to choose between the two.,我必須在兩者中選擇。,https://tatoeba.org/en/sentences/show/280824,CC BY 2.0 FR
high,high,/hai/,n./adv.,"n. 高度, 高处；a. 高的, 高级的, 主要的, 高尚的, 高原的, 高音的, 昂贵的, 傲慢的；adv. 高度地, 奢侈地",A1,Oxford 3000/5000,true,,,,,It's high time you were in bed.,你早该睡了。,https://tatoeba.org/en/sentences/show/31226,CC BY 2.0 FR
something,something,/'sʌmθiŋ/,pron.,"pron. 某事, 某物",A1,Oxford 3000/5000,true,,,,,I felt something moving on my back.,我感到背上有东西动。,https://tatoeba.org/en/sentences/show/256354,CC BY 2.0 FR
really,really,/'riәli/,adv.,"adv. 实际上, 真实地, 实在",A1,Oxford 3000/5000,true,,,,,I really need to read all this.,我真的需要把这都读了。,https://tatoeba.org/en/sentences/show/792987,CC BY 2.0 FR
most,most,/mәust/,n./adv.,"n. 最多, 最大；a. 大多数的, 几乎全部的, 最多的；adv. 最, 最多, 极其",A1,Oxford 3000/5000,true,,,,,I've already lived most of my life.,我已经活了大半辈子了。,https://tatoeba.org/en/sentences/show/9081867,CC BY 2.0 FR
another,another,/ә'nʌðә/,pron.,"a. 另外的, 再一的, 不同的；pron. 又一个, 另一个, 类似的另一个",A1,Oxford 3000/5000,true,,,,,I may stay for another few days.,我可能还要待几天。,https://tatoeba.org/en/sentences/show/6337527,CC BY 2.0 FR
much,much,/mʌtʃ/,n./adv.,"n. 大量, 许多, 重要的事；a. 很多的, 重要的；adv. 多, 甚, 几乎",A1,Oxford 3000/5000,true,,,,,How much money do I owe you?,我欠你多少錢？,https://tatoeba.org/en/sentences/show/1103243,CC BY 2.0 FR
family,family,/'fæmәli/,n.,"n. 家庭, 家人, 族；a. 家庭的",A1,Oxford 3000/5000,true,,,,,I grew up in a poor family.,我出身贫寒。,https://tatoeba.org/en/sentences/show/2182447,CC BY 2.0 FR
own,own,/әun/,vt./vi./n.,"n. 自己的；a. 自己的, 嫡亲的, 同胞的；vt. 拥有, 支配, 自认, 承认, 顺从于；vi. 承认, 供认",A1,Oxford 3000/5000,true,,,,,I did that all on my own.,这完全是我自己做的。,https://tatoeba.org/en/sentences/show/6355385,CC BY 2.0 FR
leave,leave,/li:v/,vt./vi./n.,"n. 许可, 告别, 请假, 休假；vt. 离开, 剩下, 遗忘, 委托, 丢弃；vi. 出发, 离开, 生叶",A1,Oxford 3000/5000,true,,,,,Why do you want to leave today?,你们为什么想今天走？,https://tatoeba.org/en/sentences/show/2333,CC BY 2.0 FR
put,put,/put/,vt./vi./n.,"vt. 放, 摆, 安置, 移动, 发射, 投掷, 写上, 表达, 使从事, 使受到, 驱使, 赋予；vi. 出发, 航行, 发芽；n. 掷, 股票出售权, 笨蛋；a. 固定不动的",A1,Oxford 3000/5000,true,,,,,He did not put up his hand.,他没有举起他的手。,https://tatoeba.org/en/sentences/show/299199,CC BY 2.0 FR
old,old,/әuld/,n.,"n. 以前, 往昔；a. 老的, 旧的, 古老的, 年长的, 老练的",A1,Oxford 3000/5000,true,,,,,Tom is not as old as you.,湯姆的年紀不比你大。,https://tatoeba.org/en/sentences/show/37320,CC BY 2.0 FR
while,while,/hwail/,vt./n./conj.,"n. 一会儿, (一段)时间；conj. 当...的时候, 虽然；vt. 消磨",A2,Oxford 3000/5000,true,,,,,I play tennis once in a while.,我偶爾打網球。,https://tatoeba.org/en/sentences/show/258146,CC BY 2.0 FR
mean,mean,/mi:n/,vt./vi./n.,"a. 低劣的, 卑贱的, 简陋的, 吝啬的, 惭愧的, 平均的, 中间的, 普通的；vt. 意谓, 想要, 意欲, 预定；vi. 用意, 有意义；n. 平均数, 中间, 中庸",A1,Oxford 3000/5000,true,,,,,Why are you so mean to me?,你为什么对我这么小气？,https://tatoeba.org/en/sentences/show/3822538,CC BY 2.0 FR
keep,keep,/ki:p/,vt./vi./n.,"n. 生计, 维持, 保持；vt. 保持, 保存, 遵守, 看守, 整理, 维持, 履行, 经营, 拘留, 记帐；vi. 保持, 继续不断",A1,Oxford 3000/5000,true,,,,,Keep in mind that you must die.,你要想到你必须死。,https://tatoeba.org/en/sentences/show/814531,CC BY 2.0 FR
student,student,/'stju:dnt/,n.,"n. 学生, 研究者, 学者",A1,Oxford 3000/5000,true,,,,,I was a student at that time.,我当时是学生。,https://tatoeba.org/en/sentences/show/412026,CC BY 2.0 FR
why,why,/hwai/,n./adv.,"adv. 为什么；n. 原因, 理由",A1,Oxford 3000/5000,true,,,,,Why do I have to do that?,我为什么一定要那么做？,https://tatoeba.org/en/sentences/show/36059,CC BY 2.0 FR
let,let,/let/,vt./vi./n.,"vt. 让, 假设, 出租, 排放, 妨碍；vi. 出租, 被承包；n. 出租屋, 障碍",A1,Oxford 3000/5000,true,,,,,Let me have a try at it.,让我试试。,https://tatoeba.org/en/sentences/show/249704,CC BY 2.0 FR
great,great,/greit/,n./adv.,"a. 大的, 非常的, 主要的, 重大的, 崇高的, 伟大的；adv. 顺利地, 得意地；n. 全部, 大人物, 大师",A1,Oxford 3000/5000,true,,,,,Tom did a lot of great things.,汤姆做了许多大事。,https://tatoeba.org/en/sentences/show/5442639,CC BY 2.0 FR
same,same,/seim/,adv./pron.,"a. 相同的, 同样的；pron. 相同的人(或事物)；adv. 同样地",A1,Oxford 3000/5000,true,,,,,He is the same age as me.,他和我同岁。,https://tatoeba.org/en/sentences/show/995358,CC BY 2.0 FR
big,big,/big/,adv.,"a. 大的, 重要的；adv. 大量地",A1,Oxford 3000/5000,true,,,,,A big tree fell in the storm.,一棵大樹在暴風中倒下。,https://tatoeba.org/en/sentences/show/275539,CC BY 2.0 FR
group,group,/gru:p/,v./n.,"n. 团体, 组, 团, 群；v. 聚合, 成群",A1,Oxford 3000/5000,true,,,,,Which group do you want to join?,你想加入哪一組？,https://tatoeba.org/en/sentences/show/69853,CC BY 2.0 FR
begin,begin,/bi'gin/,v.,v. 开始,A1,Oxford 3000/5000,true,,,,,When did you begin to learn English?,您什么时候开始学英语的？,https://tatoeba.org/en/sentences/show/1600008,CC BY 2.0 FR
seem,seem,/si:m/,vi.,"vi. 象是, 似乎",A2,Oxford 3000/5000,true,,,,,You seem to be an honest man.,你看起来像个老实人。,https://tatoeba.org/en/sentences/show/15956,CC BY 2.0 FR
country,country,/'kʌntri/,n.,"n. 国家, 乡村, 地区, 故乡；a. 乡下的, 农村的",A1,Oxford 3000/5000,true,,,,,Do you eat rice in your country?,在你们国家吃米饭吗？,https://tatoeba.org/en/sentences/show/17151,CC BY 2.0 FR
help,help,/help/,vt./vi./n.,"n. 帮忙, 帮助者, 补救办法, 有益的东西；vt. 帮助, 帮忙, 接济, 治疗, 款待；vi. 有用, 救命, 招待",A1,Oxford 3000/5000,true,,,,,Why do I have to help Tom?,为什么我要帮汤姆？,https://tatoeba.org/en/sentences/show/2544487,CC BY 2.0 FR
talk,talk,/tɒ:k/,vt./vi./n.,"n. 谈话, 交谈, 会谈, 讲话, 演讲, 空谈, 谣言, 方言, 语言；vi. 讲话, 演讲, 说话, 谈话, 交流, 闲聊, 说闲话；vt. 讲, 说, 讨论, 谈论",A1,Oxford 3000/5000,true,,,,,I wish I could talk to you.,我希望能与你谈话。,https://tatoeba.org/en/sentences/show/2544354,CC BY 2.0 FR
where,where,/hwєә/,n./adv./pron.,adv. 在哪里；pron. 哪里；n. 地点,A1,Oxford 3000/5000,true,,,,,Where do I pay for the gas?,我该在哪儿付煤气费？,https://tatoeba.org/en/sentences/show/38169,CC BY 2.0 FR
turn,turn,/tә:n/,vt./vi./n.,"n. 转弯, 转动, 旋转, 翻转, 一圈, 顺次, 改动, 变化, 性格, 特色, 形状, 转折；vt. 使旋转, 转弯, 转动, 使转向, 驱赶, 阻挡, 兑换, 改写, 使作对, 绕过, 使流通；vi. 转动, 转弯, 转向, 翻转, 回转, 改变, 转身, 变成, 变质, 晕眩, 易脱手",A1,Oxford 3000/5000,true,,,,,"Hey, can you turn the lights off?",喂，你能把灯关掉吗？,https://tatoeba.org/en/sentences/show/3575406,CC BY 2.0 FR
problem,problem,/'prɒblәm/,n.,"n. 问题, 难题；a. 成问题的, 难处理的",A1,Oxford 3000/5000,true,,,,,"For me, this is not a problem.",对我来说这就不是个问题。,https://tatoeba.org/en/sentences/show/401380,CC BY 2.0 FR
every,every,/'evri/,,"a. 每一, 所有的",A1,Oxford 3000/5000,true,,,,,He runs in the park every day.,他每天都在公园中跑步。,https://tatoeba.org/en/sentences/show/303914,CC BY 2.0 FR
start,start,/stɑ:t/,vt./vi./n.,"n. 惊起, 出发, 开端, 起点, 吃惊, 有利条件；vi. 开始, 出发, 启动, 跳起, 吃惊, 出现, 松动, 脱落, 起价, 参赛；vt. 使惊起, 开动, 发动, 启动, 开始, 创办, 提议, 使松动, 使脱落, 起用",A1,Oxford 3000/5000,true,,,,,This is a great place to start.,这是个开始的好地方。,https://tatoeba.org/en/sentences/show/8978608,CC BY 2.0 FR
hand,hand,/hænd/,vt./n.,"n. 手, 爪, 指针, 掌握, 协助, 人手, 手艺, 手迹, 支配, 插手；vt. 交给, 支持, 搀扶",A1,Oxford 3000/5000,true,,,,,He had a book in his hand.,他手里拿着一本书。,https://tatoeba.org/en/sentences/show/299195,CC BY 2.0 FR
might,might,/mait/,n.,"n. 力量, 权力；aux. 可能, 也许",A2,Oxford 3000/5000,true,,,,,I might be able to fix that.,我或许可以修好它。,https://tatoeba.org/en/sentences/show/2387207,CC BY 2.0 FR
american,american,/ә'merikәn/,n.,"n. 美国人；a. 美国的, 美洲的",Unrated,"No match in Oxford, CEFR-J, or Octanove",false,,,,,He is married to an American lady.,他和一个美国女人结婚了。,https://tatoeba.org/en/sentences/show/288843,CC BY 2.0 FR
show,show,/ʃәu/,vt./vi./n.,"n. 显示, 表现, 展览, 卖弄, 炫耀, 外观, 演出, 洋相；vt. 表示, 显示, 展现, 陈列, 演出, 表明, 指出, 带领；vi. 露面, 显现, 演出",A1,Oxford 3000/5000,true,,,,,Can you show me on the map?,可以在地图上展示给我看吗？,https://tatoeba.org/en/sentences/show/434430,CC BY 2.0 FR
part,part,/pɑ:t/,vt./vi./n./adv.,"n. 部分, 局部, 零件, 要素, 等分, 职责, 角色, 部位；vt. 分开, 分离, 断绝, 区别, 分配；vi. 分开, 断裂, 分手；a. 部分的, 局部的；adv. 部分地, 有些",A1,Oxford 3000/5000,true,,,,,I'm looking for a part-time job.,我正在找一份兼職的工作。,https://tatoeba.org/en/sentences/show/35527,CC BY 2.0 FR
against,against,/ә'geinst/,prep.,"prep. 反对, 对着, 倚靠",A2,Oxford 3000/5000,true,,,,,He hit his head against a rock.,他的头撞倒了一块岩石。,https://tatoeba.org/en/sentences/show/302005,CC BY 2.0 FR
place,place,/pleis/,vt./vi./n.,"n. 地方, 地点, 位置, 住所, 座位, 地位, 处境, 特权, 空间, 余地, 职务, 位；vt. 放置, 寄予, 认出, 评定, 任命；vi. 名次列前",A1,Oxford 3000/5000,true,,,,,I'm looking for a place to sit.,我在找地方坐。,https://tatoeba.org/en/sentences/show/5004164,CC BY 2.0 FR
such,such,/sʌtʃ/,,"a. 如此的, 这样的",A2,Oxford 3000/5000,true,,,,,Why did he do such a thing?,为什么他会做这样的事呢？,https://tatoeba.org/en/sentences/show/878433,CC BY 2.0 FR
again,again,/ә'gein/,adv.,"adv. 再一次, 又, 到原处",A1,Oxford 3000/5000,true,,,,,He is likely to be late again.,他可能又遲到了。,https://tatoeba.org/en/sentences/show/288063,CC BY 2.0 FR
few,few,/fju:/,n.,"a. 很少的, 不多的, 少数的；n. 少数",A1,Oxford 3000/5000,true,,,,,He is a man of few words.,他不太健谈。,https://tatoeba.org/en/sentences/show/493766,CC BY 2.0 FR
case,case,/keis/,vt./n.,"n. 情形, 情况, 箱, 容器, 事实, 病例, 案例, 框子；vt. 装箱, 包盖",A2,Oxford 3000/5000,true,,,,,I hope that is not the case.,我希望事情並非如此。,https://tatoeba.org/en/sentences/show/433714,CC BY 2.0 FR
week,week,/wi:k/,n.,"n. 星期, 周",A1,Oxford 3000/5000,true,,,,,I can do it in a week.,我可以在一週內做。,https://tatoeba.org/en/sentences/show/73140,CC BY 2.0 FR
company,company,/'kʌmpәni/,vt./vi./n.,"n. 公司, 友伴, 交往, 连队, 朋友, 一群；vt. 陪伴；vi. 交往",A1,Oxford 3000/5000,true,,,,,I am glad to have her company.,我很高興有她的陪伴。,https://tatoeba.org/en/sentences/show/261119,CC BY 2.0 FR
mr,mr,/'mistә(r)/,,先生,A1,CEFR-J Wordlist 1.5,false,,,,,He's my Mr. Right.,他是我的如意郎君。,https://tatoeba.org/en/sentences/show/1256693,CC BY 2.0 FR
system,system,/'sistәm/,n.,"n. 系统, 体系, 制度, 方式, 秩序, 分类原则",A2,Oxford 3000/5000,true,,,,,The lubrication system was poorly designed.,润滑系统设计得不好。,https://tatoeba.org/en/sentences/show/1725541,CC BY 2.0 FR
each,each,/i:tʃ/,adv./pron.,"a. 每个, 每一；adv. 每个；pron. 每个, 个人, 各自",A1,Oxford 3000/5000,true,,,,,It is important to help each other.,重要的是要互相幫助。,https://tatoeba.org/en/sentences/show/267191,CC BY 2.0 FR
right,right,/rait/,vt./vi./n./adv.,"n. 权利, 右边, 正义, 右派, 公正；a. 正确的, 对的, 恰当的, 正常的, 正直的, 正面的, 右方的；adv. 正确地, 以有利结果, 一直, 直接, 向右；vt. 扶直, 整理, 纠正, 伸冤, 使昭雪；vi. 恢复平衡",A1,Oxford 3000/5000,true,,,,,I am blind in the right eye.,我的右眼瞎了。,https://tatoeba.org/en/sentences/show/256128,CC BY 2.0 FR
program,program,/'prәugræm/,vt./vi./n.,"n. 节目, 节目单, 程序, 纲要, 大纲, 计划；vt. 规划, 拟...计划；vi. 安排节目, 编程序",A1,Oxford 3000/5000,true,,,,,This program is a rerun.,这个节目是重播。,https://tatoeba.org/en/sentences/show/57468,CC BY 2.0 FR
hear,hear,/hiә/,vt./vi.,"vt. 听到, 倾听, 听说, 审理；vi. 听见, 听",A1,Oxford 3000/5000,true,,,,,I hear he is good at mahjong.,我听说他打麻将很厉害。,https://tatoeba.org/en/sentences/show/303840,CC BY 2.0 FR
question,question,/'kwestʃәn/,v./n.,"n. 问题, 询问；v. 询问, 审问, 怀疑",A1,Oxford 3000/5000,true,,,,,It is easy to answer the question.,这个问题很容易回答。,https://tatoeba.org/en/sentences/show/46919,CC BY 2.0 FR
during,during,/'djuәriŋ/,prep.,prep. 在...的时候,A1,Oxford 3000/5000,true,,,,,He kept a diary during the trip.,他旅行期间，写了旅游日记。,https://tatoeba.org/en/sentences/show/304697,CC BY 2.0 FR
play,play,/plei/,v./n.,"n. 游戏, 游玩, 玩笑, 运动, 比赛, 赌博, 跳动, 表演, 剧本；v. 玩, 游戏, 假装, 开玩笑, 比赛, 扮演, 演奏, 演戏, 传摇曳, (使)跳动",A1,Oxford 3000/5000,true,,,,,I play tennis an hour a day.,我每天打一小时网球。,https://tatoeba.org/en/sentences/show/39394,CC BY 2.0 FR
